article,form,material,color,brand,category,temples_length,lens_width,bridge_width,price,seasonality,gender,age_group
025-BROWN,кошачий_глаз,пластик,коричневый,Polaroid,оптика,145,50,19,10165,всесезонная,мужской,пожилой
025-GOLD,круглая,пластик,серебряный,Oakley,оптика,150,52,16,19140,всесезонная,мужской,пожилой
025-PRP,прямоугольная,металл,коричневый,Prada,оптика,140,54,18,33436,всесезонная,женский,пожилой
025-PURPLE,кошачий_глаз,пластик,синий,Oakley,оптика,145,46,18,21450,всесезонная,унисекс,средний
0252-807,квадратная,титан,серый,Tom Ford,солнцезащитные,135,48,16,39796,летняя,женский,средний
026-FXA,овальная,комбинированный,белый,Tom Ford,оптика,130,54,14,18890,всесезонная,мужской,средний
026-PRP,прямоугольная,металл,коричневый,Valentino,солнцезащитные,130,48,18,27610,летняя,женский,пожилой
027-BROWN,овальная,металл,белый,Prada,солнцезащитные,145,54,17,16220,летняя,мужской,средний
027-NERO,кошачий_глаз,пластик,синий,Valentino,оптика,150,48,19,9656,всесезонная,мужской,молодой
027-PNK,прямоугольная,металл,коричневый,Ray-Ban,оптика,140,54,15,13822,всесезонная,унисекс,средний
027-VIOLET,круглая,комбинированный,синий,Valentino,солнцезащитные,145,52,16,38058,летняя,женский,пожилой
0272O-005,кошачий_глаз,титан,коричневый,Prada,солнцезащитные,135,54,20,31386,летняя,унисекс,молодой
028-BROWN,квадратная,пластик,синий,Oakley,солнцезащитные,145,46,16,9256,летняя,унисекс,пожилой
028-GOLD,кошачий_глаз,металл,черный,Gucci,оптика,145,52,20,8038,всесезонная,унисекс,пожилой
028-PINK,прямоугольная,комбинированный,синий,Lacoste,солнцезащитные,130,48,18,21509,летняя,женский,молодой
0285OA-001,кошачий_глаз,комбинированный,черный,Valentino,солнцезащитные,150,46,16,34164,летняя,женский,пожилой
0289O-007,овальная,пластик,белый,Prada,оптика,140,54,18,41666,всесезонная,женский,молодой
029-LIL,круглая,титан,коричневый,Valentino,оптика,135,50,14,27190,всесезонная,женский,средний
030-LIL,прямоугольная,титан,золотой,Oakley,оптика,130,52,14,20069,всесезонная,женский,средний
0308O-003,прямоугольная,комбинированный,серый,Ray-Ban,солнцезащитные,145,48,19,7713,летняя,унисекс,средний
031-BLACK,прямоугольная,металл,серебряный,Polaroid,оптика,145,50,17,19965,всесезонная,мужской,средний
031-BROWN,прямоугольная,пластик,черный,Gucci,оптика,140,48,16,37784,всесезонная,унисекс,пожилой
031-NERO,прямоугольная,титан,коричневый,Valentino,оптика,130,54,15,29858,всесезонная,женский,средний
031-SILVER,круглая,металл,черный,Prada,оптика,140,50,14,46108,всесезонная,женский,молодой
0312О-001,круглая,металл,золотой,Gucci,оптика,135,46,20,18608,всесезонная,мужской,пожилой
0317O-003,кошачий_глаз,металл,белый,Gucci,оптика,145,48,16,25758,всесезонная,женский,пожилой
031М-С3,круглая,пластик,коричневый,Gucci,солнцезащитные,135,46,15,48016,летняя,женский,молодой
031М-С4,круглая,пластик,белый,Oakley,солнцезащитные,140,54,20,16368,летняя,мужской,пожилой
033-ANTIC,круглая,комбинированный,серый,Oakley,солнцезащитные,130,54,17,7666,летняя,мужской,пожилой
033-BLACK,кошачий_глаз,комбинированный,коричневый,Oakley,солнцезащитные,145,52,19,16171,летняя,унисекс,молодой
033-BROWN,прямоугольная,пластик,черный,Tom Ford,оптика,135,46,19,42978,всесезонная,унисекс,молодой
